Id;Nome_Breve;Nome;R;Ruolo_Esteso;Qt.A;Qt.I;Qt.M;Diff.M;Squadra;FVM;FVM.M;Piede;Nazionalita;DataNascita;PhotoURL;Extra1;Extra2;Extra3;Pv;Mv;Fm;Gf;Ass;Amm;Esp
6243;Borrelli;Borrelli;A;Pc;11;5;3;3;Cagliari;136.5;7;destro;Italia;10/03/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6243.png?v=647;;;;26;5.92;6.46;5;1;4;0
5500;Cancellieri;Cancellieri;A;"W;A";11;3;8;8;Lazio;150.4;26;sinistro;Italia;12/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5500.png?v=647;;;;28;5.93;6.29;4;1;6;0
6439;Cheddira;Cheddira;A;Pc;11;4;;;Lecce;126.5;;;;;;;;;24;5.81;6.31;4;1;3;0
2832;Boga;Boga;A;"W;A";11;6;7;7;Juventus;251.8;28;destro;"Costa d''Avorio;Francia";03/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2832.png?v=647;;;;13;6.19;7.15;4;1;1;0
5515;Okereke;Okereke;A;A;10;5;;;Cremonese;130.0;;;;;;;;;10;5.9;6.5;2;0;0;0
6822;Ekhator;Ekhator;A;A;10;1;3;3;Genoa;115.3;10;destro;"Italia;Nigeria";11/11/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6822.png?v=647;;;;25;5.96;6.28;3;0;3;0
6675;Dovbyk;Dovbyk;A;Pc;10;21;16;16;Roma;310.5;70;sinistro;Ucraina;21/06/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6675.png?v=647;;;;13;6.0;6.77;3;1;0;0
6365;Ferguson E.;Ferguson E.;A;Pc;10;19;;;Roma;299.2;;;;;;;;;14;6.11;6.86;3;2;1;0
5336;Nzola;Nzola;A;Pc;10;12;;;Sassuolo;133.1;;;;;;;;;27;5.96;6.26;4;1;2;1
2678;Fullkrug;Fullkrug;A;Pc;10;13;;;Milan;150.4;;;;;;;;;19;5.76;5.76;1;0;0;0
7316;Durosinmi;Durosinmi;A;Pc;10;15;;;Pisa;150.1;;;;;;;;;10;5.7;6.0;1;1;1;1
7347;Bowie;Bowie;A;A;10;6;9;9;Verona;156.3;36;sinistro;Scozia;21/09/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7347.png?v=647;;;;14;5.96;6.79;4;0;1;0
5918;Sulemana K.;Sulemana K.;A;A;9;9;6;6;Atalanta;124.3;17;destro;Ghana;15/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5918.png?v=647;;;;21;6.0;6.24;2;1;4;0
4359;Piccoli;Piccoli;A;Pc;9;17;7;7;Fiorentina;215.5;28;destro;Italia;27/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4359.png?v=647;;;;27;5.78;6.24;4;1;1;0
7313;Ratkov;Ratkov;A;Pc;9;15;9;9;Lazio;171.6;29;destro;"Serbia;Croazia";18/08/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7313.png?v=647;;;;7;5.64;5.64;0;0;0;0
608;Zapata D.;Zapata D.;A;Pc;8;20;6;6;Torino;202.7;16;destro;Colombia;01/04/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/608.png?v=647;;;;23;5.83;6.13;3;1;0;0
7252;Stulic;Stulic;A;Pc;8;13;6;6;Lecce;135.7;16;destro;"Serbia;Croazia";08/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7252.png?v=647;;;;30;5.73;6.12;4;0;1;0
6380;Solomon;Solomon;A;"W;A";8;7;;;Fiorentina;129.6;;;;;;;;;13;5.96;6.46;2;1;1;0
6981;Vaz;Vaz;A;Pc;8;10;1;1;Roma;144.1;3;destro;"Frabcia;Guinea Bissau";17/02/2007 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6981.png?v=647;;;;7;5.93;6.36;1;0;0;0
7001;N'Dri;N'Dri;A;"W;A";7;5;4;4;Lecce;77.5;11;sinistro;Costa D''Avorio;27/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7001.png?v=647;;;;17;5.82;6.09;2;0;3;0
7249;Buksa;Buksa;A;Pc;7;9;2;2;Udinese;103.5;4;sinistro;Polonia;12/07/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7249.png?v=647;;;;21;5.88;6.24;3;0;3;0
6643;Dallinga;Dallinga;A;Pc;6;10;7;7;Bologna;129.2;10;destro;Olanda;03/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6643.png?v=647;;;;19;5.82;6.13;2;1;2;0
7127;Addai;Addai;A;"W;A";6;7;4;4;Como;104.7;8;sinistro;"Olanda;Ghana";26/08/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7127.png?v=647;;;;12;5.96;6.54;3;0;4;0
5672;Dia;Dia;A;Pc;6;20;11;11;Lazio;232.4;33;destro;"Senegal;Francia";16/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5672.png?v=647;;;;25;5.68;5.86;1;2;1;0
6827;Njie;Njie;A;A;6;1;3;3;Torino;70.6;19;destro;"Svezia;Gambia";14/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6827.png?v=647;;;;10;5.8;6.15;1;1;2;0
7342;Elphege;Elphege;A;Pc;6;1;3;3;Parma;128.1;10;sinistro;"Francia;Camerun";09/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7342.png?v=647;;;;8;6.0;6.88;2;1;0;0
7128;Kuhn;Kuhn;A;"W;A";5;14;4;4;Como;181.9;7;sinistro;Germania;01/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7128.png?v=647;;;;14;5.96;6.25;1;1;0;0
5471;Djuric;Djuric;A;Pc;5;9;;;Cremonese;93.1;;;;;;;;;9;6.0;6.0;0;1;2;0
6836;Meister;Meister;A;Pc;5;2;;;Pisa;50.6;;;;;;;;;27;5.65;5.83;2;0;2;0
441;Belotti;Belotti;A;Pc;5;12;;;Cagliari;296.8;;;;;;;;;4;6.12;7.62;2;0;0;0
7272;Gueye;Gueye;A;Pc;5;1;3;3;Udinese;52.7;6;destro;Senegal;16/09/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7272.png?v=647;;;;13;5.77;5.92;1;0;2;0
7374;Mendy P.;Mendy P.;A;Pc;5;1;3;3;Cagliari;92.4;7;sinistro;Senegal;13/01/2007 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7374.png?v=647;;;;8;5.94;6.62;2;0;1;0
479;Sanabria;Sanabria;A;Pc;4;7;;;Cremonese;70.9;;;;;;;;;23;5.76;5.89;1;1;2;0
6159;Sarr A.;Sarr A.;A;A;4;8;;;Verona;76.5;;;;;;;;;29;5.67;5.64;0;0;0;1
6630;Mosquera;Mosquera;A;Pc;4;6;;;Verona;67.2;;;;;;;;;14;5.96;6.07;0;2;1;0
6314;Openda;Openda;A;Pc;4;22;;;Juventus;259.9;;;;;;;;;14;5.79;6.0;1;0;0;0
7344;Stojilkovic;Stojilkovic;A;Pc;4;4;;;Pisa;38.1;;;;;;;;;12;5.58;5.58;0;0;0;0
7349;Kulenovic;Kulenovic;A;Pc;4;5;3;3;Torino;49.8;7;destro;Croazia;04/12/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7349.png?v=647;;;;7;5.71;5.79;0;1;2;0
6895;Dominguez B.;Dominguez B.;A;"W;A";3;9;2;2;Bologna;113.4;12;destro;Argentina;19/09/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6895.png?v=647;;;;12;5.83;6.04;0;3;1;0
247;Pavoletti;Pavoletti;A;Pc;3;1;;;Cagliari;57.6;;;;;;;;;6;6.0;6.42;1;0;1;0
6207;Almqvist;Almqvist;A;"W;A";3;4;3;3;Parma;47.8;12;sinistro;Svezia;10/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6207.png?v=647;;;;9;5.94;6.06;0;1;0;0
6519;Camarda;Camarda;A;Pc;2;12;4;4;Lecce;114.5;17;sinistro;Italia;10/03/2008 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6519.png?v=647;;;;18;5.67;5.64;1;0;1;0
7161;Bayo V.;Bayo V.;A;Pc;2;4;1;1;Udinese;41.1;3;destro;Costa d''Avorio;10/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7161.png?v=647;;;;12;5.75;5.83;0;1;0;0
313;Morata;Morata;A;Pc;2;18;3;3;Como;205.2;8;destro;Spagna;23/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/313.png?v=647;;;;17;5.5;5.21;0;0;2;1
7239;Braschi;Braschi;A;Pc;2;1;;;Fiorentina;20.7;;;;;;;;;2;5.75;5.75;0;0;0;0
6555;Moumbagna;Moumbagna;A;Pc;2;6;;;Cremonese;57.2;;;;;;;;;5;5.6;5.6;0;0;0;0
7338;Albarracin;Albarracin;A;A;2;1;1;1;Cagliari;26.6;1;sinistro;"Uruguay;Italia";29/08/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7338.png?v=647;;;;2;6.0;6.0;0;0;0;0
7381;Mikolajewski;Mikolajewski;A;Pc;2;1;;;Parma;26.6;;;;;;;;;1;6.0;6.0;0;0;0;0
2012;Milik;Milik;A;Pc;1;1;;;Juventus;17.1;;;;;;;;;2;6.0;6.0;0;0;0;0
7158;Moro L.;Moro L.;A;Pc;1;1;1;1;Sassuolo;9.5;1;destro;Italia;25/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7158.png?v=647;;;;6;5.58;5.5;0;0;1;0
7183;Aboukhlal;Aboukhlal;A;A;1;9;2;2;Torino;86.0;4;ambidestro;"Marocco;Olanda";18/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7183.png?v=647;;;;11;5.77;5.64;0;0;4;0
7213;Frigan;Frigan;A;Pc;1;7;5;5;Parma;28.0;13;sinistro;Croazia;11/02/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7213.png?v=647;;;;0;0.0;6.0;0;0;0;0
7262;Balentien;Balentien;A;A;1;1;;;Milan;1.0;;;;;;;;;0;0.0;0.0;0;0;0;0
7277;Arena A.;Arena A.;A;Pc;1;1;;;Roma;17.1;;;;;;;;;1;6.0;6.0;0;0;0;0
7309;Isaac;Isaac;A;Pc;1;1;;;Verona;17.1;;;;;;;;;1;6.0;6.0;0;0;0;0
7317;Trepy;Trepy;A;Pc;1;1;1;1;Cagliari;10.2;2;sinistro;"Francia;Italia";20/05/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7317.png?v=647;;;;3;5.67;5.67;0;0;0;0
7368;Vermesan;Vermesan;A;Pc;1;1;;;Verona;44.5;;;;;;;;;1;6.5;6.5;0;0;0;0
7388;Mosconi;Mosconi;A;A;1;1;;;Inter;1.0;;;;;;;;;0;0.0;0.0;0;0;0;0
